review,appName,platform,sentiment,cleaned_reviews,encoded_sentiment,review_length,category
لاوجود لما يسمى اسرائيل قيموا بنجمه لحذفهم اسم فلسطين عليهم من الله مايستحقون,Google Maps Transit & Food,ios,negative,لاوجود لما يسمي اسرائيل قيموا بنجمه لحذفهم اسم فلسطين عليهم من اله مايستحقون,0,76,Utilities
"لا يتم توصيل الطلب
لا يوجد رد على الهاتف
لا يوجد رد على الرسائل
تم دفع مبلغ الشراء و مبلغ التوصيل ولا يوجد اي استجابة",ToYou Food & Transportation,ios,negative,لا يتم توصيل الطلب لا يوجد رد علي الهاتف لا يوجد رد علي الرسائل تم دفع مبلغ الشراء و مبلغ التوصيل ولا يوجد اي استجابه,0,117,Food Delivery
تجربة ممتازة مع التطبيق سويت بلاغ على بعض المحلات لايوجد لديهم جهاز دفع عن طريق الشبكه ...تجاوب سريع وتم تغريم المحلات المخالفه في نفس اليوم...الله يعطيهم العافية,تقديم بلاغ مخالفة تجارية,android,positive,تجربه متازه مع التطبيق سويت بلاغ علي بعض المحلات لايوجد لديهم جهاز دفع عن طريق الشبكه تجاوب سريع وتم تغريم المحلات المخالفه في نفس اليوماله يعطيهم العافيه,1,156,Government Services
للاسف التطبيق غير خدوم ، ويوم الخميس تفتح الحجوزات فقط واكثر الاوقات معلق في يوم الحجز ، والحجوزات تكون محدودة جداً ، اتمنى جهة المختص تطوير البرنامج اكثر وتوفير رحلات العمرة اكثر,Eatmarna App,ios,negative,لاسف التطبيق غير خدوم ، ويوم الخميس تفتح الحجوزات فقط واكثر الاوقات معلق في يوم الحجز ، والحجوزات تكون محدوده جدا ، اتمني جه المختص تطوير البرنامج اكثر وتوفير رحلات العمره اكثر,0,176,Government Services
طالبه ودافعه فلوس بقيمة102ريال طبعا دافعه اون لاين خلص وقت التوصيل والطلب ماجا وصار مكتوب انه تم التوصيل وطلبي ماجاني حتى الكبتن المفروض يتواصل معي ولا اتواصل ومرر من الوقت اكثر من ساعتين مدمه سيئه مرره وعلى الي راح من فلوسي انا مو مسامحتكم ولا محللتكم ليوم الدين وعلى الانتضار الي انتضرته حسبي الله ونعم الوكيل خدمه سيئه جدااا ماراح اسامحكم الله يتولاكم كذابين على الاقل اعطوني خبر او رجعو فلوسي,HungerStation,ios,negative,طالبه ودافعه فلوس بقيمهريال طبعا دافعه اون لاين خلص وقت التوصيل والطلب ماجا وصار مكتوب انه تم التوصيل وطلبي ماجاني حتي الكبتن المفروض يتواصل معي ولا اتواصل ومر من الوقت اكثر من ساعتين مدمه سيئه مره وعلي الي راح من فلوسي انا مو مسامحتكم ولا محلتكم ليوم الدين وعلي الانتضار الي انتضرته حسبي اله ونعم الوكيل خدمه سيئه جدا ماراح اسامحكم اله يتولاكم كذابين علي الاقل اعطوني خبر او رجعو فلوسي,0,389,Food Delivery
رساله رمز التأكيد تتأخر كثيراً انا حملت التطبيق اكثر من مره ولكن نفس المشكله,imo free video calls and chat,android,negative,رساله رمز التاكيد تاخر كثيرا انا حملت التطبيق اكثر من مره ولكن نفس المشكله,0,74,Video Calls
ليه المحادثات ليست مجانيه كان من الممكن الأتصال يكون بإشتراك واتصال فون او فيديو كمان بس المحادثات على الأقل تكون مجانيه للأسف مضطر أمسحه لأنه ليس له قيمه لأنكم تفرضون علينا الإشتراك حتى لو هترمى السلام على أى أحد موجود فى أى محادثه,Lamour Live Random Video Chat,android,positive,ليه المحادثات ليست مجانيه كان من المكن الاتصال يكون باشتراك واتصال فون او فيديو كمان بس المحادثات علي الاقل تكون مجانيه لاسف مضطر امسحه لانه ليس له قيمه لانكم تفرضون علينا الاشتراك حتي لو هترمي السلام علي اي احد موجود في اي محادثه,1,230,Social Meeting
تطبيق يشمل الجميع أنه رائع بل فعل,Azar Video Chat,android,positive,تطبيق يشمل الجميع انه رائع بل فعل,1,33,Social Meeting
مايمدي الواحد يسجل في البرنامج,Ministry of Environment Water & Agriculture App,ios,negative,مايمدي الواحد يسجل في البرنامج,0,30,Government Services
اكثر م جميله,Anghami: Play Music & Podcasts,ios,positive,اكثر م جميله,1,12,Entertainment
العب تجنن يعني اتجنن انصح كل حدا يقرأ تعليقي يخزنها,High Heels,android,positive,العب تجن يعني اتجن انصح كل حدا يقرا تعليقي يخزنها,1,49,Gaming
جميلة جداااا جداااا بس ياريت يكون كل الاجزاء مجانا,My PlayHome : Play Home Doll House,android,positive,جميله جدا جدا بس ياريت يكون كل الاجزاء مجانا,1,44,Gaming
ال الا بتاتا,Join Clash 3D,android,positive,ال الا بتاتا,1,12,Gaming
تطبيق رائع انجاز  وامانه,Jahez,ios,positive,تطبيق رائع انجاز وامانه,1,23,Food Delivery
برنامج يلا يقوم بتعطيل حسابات المستخدمين دون اي اعذار ارجو من شركة جوجل ايقاف برنامج يلا لانه اصبح ممل وهناك برامج اخرى كثيرة مثل برنامج اهلا ويو ستار فهي لاتقوم بتعطيل حسابات مستخدميها مثل برنامج يلا شات انصحكم بحذفه والتوجه لبرنامج اهلا,Yalla Free Voice Chat Rooms,android,negative,برنامج يلا يقوم بتعطيل حسابات المستخدمين دون اي اعذار ارجو من شركه جوجل ايقاف برنامج يلا لانه اصبح مل وهناك برامج اخري كثيره مثل برنامج اهلا ويو ستار فهي لاتقوم بتعطيل حسابات مستخدميها مثل برنامج يلا شات انصحكم بحذفه والتوجه لبرنامج اهلا,0,237,Voice Chat
لعبه غبيه جدا وقت ضائع ,Lords Mobile: Kingdom Wars,android,negative,لعبه غبيه جدا وقت ضائع,0,23,Gaming
البرنامج عباره عن غرف جنسيه بدون رقابه وبدون حساب وتشجع على العري والفسق بدون حسيب ارجوا اغلاق البرنامج نهائيا لمحتوياته الجنسيه الفاضحه والتي تشجعها على صرف مبالغ للدخول الى الغرف لغرض الفسق والجنس لا غير,Tango Live Video Broadcasts and Streaming Chats,android,negative,البرنامج عباره عن غرف جنسيه بدون رقابه وبدون حساب وتشجع علي العري والفسق بدون حسيب ارجوا اغلاق البرنامج نهائيا لمحتوياته الجنسيه الفاضحه والتي تشجعها علي صرف مبالغ لدخول الي الغرف لغرض الفسق والجنس لا غير,0,204,Live Streaming
تطبيق لا يحترم خصوصية الاعضاء ويقوم بتعطبل الحساب أو سحب الحساب واعطاء لشخص آخر . نرجو من متجر جوجل إزالة هدا تطبيق لانه ينتهك خصوصية المستخدمين,Yalla Free Voice Chat Rooms,android,negative,تطبيق لا يحترم خصوصيه الاعضاء ويقوم بتعطبل الحساب او سحب الحساب واعطاء لشخص اخر نرجو من متجر جوجل ازاله هدا تطبيق لانه ينتهك خصوصيه المستخدمين,0,144,Voice Chat
رائع جداً جداً جداً,Roblox,android,positive,رائع جدا جدا جدا,1,16,Gaming
انهوه رايع جدن,StreamKar Live Streaming Live Chat Live Video,android,positive,انهوه رايع جدن,1,14,Live Streaming
مفيش مراسلات ليش,Lamour Live Random Video Chat,android,positive,مفيش مراسلات ليش,1,16,Social Meeting
لعبه حلوه مرا,Empires & Puzzles: Epic Match 3,android,positive,لعبه حلوه مرا,1,13,Gaming
التفعيل اروح اطلع من البرنامج ادخل من جديد يقول تفعيل تخرج و ترجع يقول تفعل اش فيه و التفعيل عن طريق الكمبيوتر برنامج ما يستحق احد يشتريه الين ماتنحل المشكله,Panda Gamepad Pro BETA,android,negative,التفعيل اروح اطلع من البرنامج ادخل من جديد يقول تفعيل تخرج و ترجع يقول تفعل اش فيه و التفعيل عن طريق الكمبيوتر برنامج ما يستحق احد يشتريه الين ماتنحل المشكله,0,157,Utilities
نحتاج خارطة منح الاراضي كل مخطط لنتمكن الوصل اليه ومعرفة المكان رابط,Sakani,android,negative,نحتاج خارطه منح الاراضي كل مخط لنتمكن الوصل اليه ومعرفه المكان رابط,0,67,Government Services
التطبيق سيء ومن فترة طويلة أحاول تسجيل الدخول لكن لا تصلني رسالة التفعيل رغم أني جربت أكثر من رقم، نجمة أكثر بكثير مما يستحق,Mawid app,ios,negative,التطبيق سيء ومن فتره طويله احاول تسجيل الدخول لكن لا تصلني رساله التفعيل رغم اني جربت اكثر من رقم، نجمه اكثر بكثير ما يستحق,0,123,Government Services
تطبيق كان كويس بس الحين فاشل لي عندهم اكثر من ٧ شكاوي ولاتعدل الوضع تجيني طلبات ناقصة ولا اصناف ماطلبتها واذا كلمت الدعم يضيفون لك في المحفظه قيمة الصنف الي ماجاك ولها وقت معين اذا ماستخدمتها تروح وماتقدر تستفيد من المحفظه لان اقل طلب فالبرنامج بـ٣٠ والي حاطينه فالمحفظة اقل وطريقة الدفع ماتقبل ياتدفع الطلب كامل من المحفظه ياطريقة ثانيه مايمديك تدمجها يمكن جاني حدود ٥٠ ريال فالمحفظة من كذا طلب ومااستفدت منها ولا ريال وراحت من عندي لو انها ماتروح كان تجمعت وقدرت اطلب فيها لاكن عاجبهم الاحتيال الي يبي توصيل يضمن حقه فيه وعروضه زينه اسمه جاهز والله تطبيق جبار هو متصدرهم حالياً,HungerStation,ios,negative,تطبيق كان كويس بس الحين فاشل لي عندهم اكثر من شكاوي ولاتعدل الوضع تجيني طلبات ناقصه ولا اصناف ماطلبتها واذا كلمت الدعم يضيفون لك في المحفظه قيمه الصنف الي ماجاك ولها وقت معين اذا ماستخدمتها تروح وماتقدر تستفيد من المحفظه لان اقل طلب فالبرنامج ب والي حاطينه فالمحفظه اقل وطريقه الدفع ماتقبل ياتدفع الطلب كامل من المحفظه ياطريقه ثانيه مايمديك تدمجها يمكن جاني حدود ريال فالمحفظه من كذا طلب وماستفدت منها ولا ريال وراحت من عندي لو انها ماتروح كان تجمعت وقدرت اطلب فيها لاكن عاجبهم الاحتيال الي يبي توصيل يضمن حقه فيه وعروضه زينه اسمه جاهز واله تطبيق جبار هو متصدرهم حاليا,0,575,Food Delivery
لاتزال إعلانات لايكي تجيني وأنا مليت من هذا الشئ ولازال اليوتيوب يعاند ويحط إعلانات لايكي مهما كان عدد الدسلايكات الي أحطها لإعلانات لايكي الزفت أتمنى أنه اليوتيوب يوقف عرض إعلانات لايكي الزفت الخرا ومهما كان عدد الإعلانات التي تعرض ان تطبيق لايكي ماراح أحمله ولن أفكر في تنزيله أبدا,YouTube: Watch Listen Stream,ios,negative,لاتزال اعلانات لايكي تجيني وانا مليت من هذا الشئ ولازال اليوتيوب يعاند ويحط اعلانات لايكي مهما كان عد الدسلايكات الي احطها لاعلانات لايكي الزفت اتمني انه اليوتيوب يوقف عرض اعلانات لايكي الزفت الخرا ومهما كان عد الاعلانات التي تعرض ان تطبيق لايكي ماراح احمله ولن افكر في تنزيله ابدا,0,281,Entertainment
الصوت والصورة جيدين جدا,Tango Live Video Broadcasts,ios,positive,الصوت والصوره جيدين جدا,1,23,Live Streaming
بندمنه زي المخدرت اسطورية,Call of Duty®: Mobile,ios,positive,بندمنه زي المخدرت اسطوريه,1,25,Gaming
لا يمكن تجاوز صفحة الدخول برقم الجوال,طرق,android,negative,لا يمكن تجاوز صفحه الدخول برقم الجوال,0,37,Government Services
انها رائعا جدا جدا جدا,State of Survival: Survive the Zombie Apocalypse,android,positive,انها رائعا جدا جدا جدا,1,22,Gaming
والله لعبه مافي زيها,Call of Duty®: Mobile,ios,positive,واله لعبه مافي زيها,1,19,Gaming
"برنامج مميز ولكن يستخدم بطريقه غير جيده 
التعارف ميزته والنقاط عيبه",SayHi Chat Meet New People,ios,positive,برنامج ميز ولكن يستخدم بطريقه غير جيده التعارف ميزته والنقاط عيبه,1,66,Social Meeting
أفضل برنامج في السعودية سهل كثير من الخدمات للمجتمع السعودي والمقيمين فيها فيا ريت ما أحد يتدخل في خصوصياتنا وحاولو تشغلو نفسكم في أشياء تفيدكم بدال ما تقعدو تتدخلو في شؤوننا,Absher App,ios,positive,افضل برنامج في السعوديه سهل كثير من الخدمات لمجتمع السعودي والمقيمين فيها فيا ريت ما احد يتدخل في خصوصياتنا وحاولو تشغلو نفسكم في اشياء تفيدكم بدال ما تقعدو تدخلو في شؤونا,1,171,Government Services
"برنامج اكثر من رائع
والشي الاهم انه يقربنا من بعض",SayHi Chat Meet New People,ios,positive,برنامج اكثر من رائع والشي الاهم انه يقربنا من بعض,1,49,Social Meeting
لم يتم إرسال رمز التحقق حوالت أكثرمن مره,Tango Live Video Broadcasts and Streaming Chats,android,negative,لم يتم ارسال رمز التحق حوالت اكثرمن مره,0,39,Live Streaming
بعد التحديث صارت فيه اخطاء مايحمل الصفحات بسرعه انا ابي احجز موعد مايفتح لي الصفحة ابي احدد المركز الصحي مايفتح لي نهائيا بس يحمل بدون اي نتيجة ليتني ماحدثته صلحوه الله يغفر لكم,Mawid app,ios,negative,بعد التحديث صارت فيه اخطاء مايحمل الصفحات بسرعه انا ابي احجز موعد مايفتح لي الصفحه ابي احد المركز الصحي مايفتح لي نهائيا بس يحمل بدون اي نتيجه ليتني ماحدثته صلحوه اله يغفر لكم,0,175,Government Services
تطبيق ممتاز جدا وسهل,mystc KSA,ios,positive,تطبيق متاز جدا وسهل,1,19,Other
برنامج تواصل رائع جدا جدا,Likee Let You Shine,ios,positive,برنامج تواصل رائع جدا جدا,1,25,Live Streaming
زي ماقلتو مرههههههه سريع,Google Chrome,ios,positive,زي ماقلتو مره سريع,1,18,Utilities
لعبة ممتازة جداً,Gardenscapes,ios,positive,لعبه متازه جدا,1,14,Gaming
جهود جبارة تشكرون عليها لاتاحة تطبيق المصحف الكريم خاليا من أي تشويه أو تحريف مقارنة ببقية تطبيقات المصاحف الأخرى الموجودة بتطبيق قوقل بلاي وغيرها من التطبيقات. ولكن التطبيق لا يعمل على نظام الاندرويد ٩ مجرد الضغط عليه يخرجك منه تلقائياً يحتاج مراجعة وتحسين عمله على جميع الأنظمة الحالية.,مصحف المدينة النبوية,android,negative,جهود جباره تشكرون عليها لاتاحه تطبيق المصحف الكريم خاليا من اي تشويه او تحريف مقارنه بقيه تطبيقات المصاحف الاخري الموجوده بتطبيق قوقل بلاي وغيرها من التطبيقات ولكن التطبيق لا يعمل علي نظام الاندرويد مجرد الضغط عليه يخرجك منه تلقائيا يحتاج مراجعه وتحسين عمله علي جميع الانظمه الحاليه,0,286,Education
م انصح احد يحملها,Stacky Dash,android,negative,م انصح احد يحملها,0,17,Gaming
تطبيقكم فاشل حيث اسم المحل تخرج لك خيارات محلات محدده ليس المحل الذي لديه المخالفه من ضمنها,Reporting Trade Violations app,ios,negative,تطبيقكم فاشل حيث اسم المحل تخرج لك خيارات محلات محده ليس المحل الذي لديه المخالفه من ضمنها,0,90,Government Services
ابي اشتري فيش كيف الطريقه وكيف احولكم الفلوس,بلوت VIP,android,negative,ابي اشتري فيش كيف الطريقه وكيف احولكم الفلوس,0,44,Gaming
يلعن السعودية من الشيطان الرجيم 🤣🤣,Tabaud COVID 19 KSA,android,negative,يلعن السعوديه من الشيطان الرجيم,0,33,Government Services
أسوء معاملة شهرين ما وصلت الشحنة ولا راضين يرجعوا الفلوس,Amazon Shopping Search Find Ship and Save,android,negative,اسوء معامله شهرين ما وصلت الشحنه ولا راضين يرجعوا الفلوس,0,56,Shopping
لا زالت مشكلة اعتبارك كمصاب عند التسجيل قائمة ويبدا بحساب مدة الحجر مباشرة,"Rest Assured ""Tataman"" App",ios,negative,لا زالت مشكله اعتبارك كمصاب عند التسجيل قائمه ويبدا بحساب مده الحجر مباشره,0,74,Government Services
اللعبه كثيييير حلوه ,Fat Pusher,android,positive,العبه كثير حلوه,1,16,Gaming
تطبيق مره يشتغل والف مره يتعطل ابي اسجل بخدمه الرسائل ما اقدر لا بالموقع ولا بالتطبيق,ALKAHRABA Saudi ELectricity Company app,ios,negative,تطبيق مره يشتغل والف مره يتعطل ابي اسجل بخدمه الرسائل ما اقدر لا بالموقع ولا بالتطبيق,0,85,Electricity & Energy
اراج تعاملو بكلام راقي هذا الكلام موجه الي يوصلون,Jahez,ios,positive,اراج تعاملو بكلام راقي هذا الكلام موجه الي يوصلون,1,49,Food Delivery
احلى لعبه ممتعه كثيرر بس خففو النت,Clash of Clans,android,positive,احلي لعبه متعه كثير بس خفو النت,1,31,Gaming
خدمات ممتزه واشتركات بجميع انواع الرصيد المتوفر,mystc KSA,ios,positive,خدمات متزه واشتركات بجميع انواع الرصيد المتوفر,1,46,Other
ضيعت مصريه لا تشتروها,Hitman Sniper,android,negative,ضيعت مصريه لا تشتروها,0,21,Gaming
نريد سبايدر .,Nida Harb 3: Alliance Empire MMO Nuclear War,android,negative,نريد سبايدر,0,13,Gaming
التطبيق لا يعمل عليه ضغط اتمنى تحسين جودة سيرفرات,"""Tawakkalna"" App",ios,negative,التطبيق لا يعمل عليه ضغط اتمني تحسين جوده سيرفرات,0,49,Government Services
البرنامج ممتاز ولاكن يحتاج لدعم اكثر من النقاط,SayHi Chat Meet New People,ios,positive,البرنامج متاز ولاكن يحتاج لدعم اكثر من النقاط,1,45,Social Meeting
سئ جدا للأسف,وزارة العدل السعودية MOJ,android,negative,سئ جدا لاسف,0,11,Government Services
التطبيق جميل جدا وعجبتني التصميم بتاعه مش متعب للنظر و انصح كل الناس تحملو و تجربو هيفرق جامد اوي,Yalla Group Voice Chat Rooms,ios,positive,التطبيق جميل جدا وعجبتني التصميم بتاعه مش متعب لنظر و انصح كل الناس تحملو و تجربو هيفرق جامد اوي,1,96,Voice Chat
خايسهه مره ابغا احذف زقه,Roblox,android,negative,خايسه مره ابغا احذف زقه,0,23,Gaming
للاسف برنامج جميل ولكن لايوجد ادارة ابداً وشعيب سوبر ادمن ال 100000 يعمل بالواسطات فقط لدي حساب محظور بدون اي سبب وشعيب يعلم ذالك ولكن لايوجد لدي واسطه لكي يفكلي اياه: فاشل,StarChat Group Voice Chat Room,android,negative,لاسف برنامج جميل ولكن لايوجد اداره ابدا وشعيب سوبر ادمن ال يعمل بالواسطات فقط لدي حساب محظور بدون اي سب وشعيب يعلم ذالك ولكن لايوجد لدي واسطه لكي يفكلي اياه فاشل,0,165,Voice Chat
برنامج سيء جدا لانستطيع الدخول على الخدمة,Mawid app,ios,negative,برنامج سيء جدا لانستطيع الدخول علي الخدمه,0,41,Government Services
اللعبه سيئة جدا ولا انصح احد بتحميلها إطلاقا ،، انا أمارس هذه اللعبه منذ أكثر من عام ، وكانت جيده في البدايه ، ولكن الان تحولوا الي وحوش أموال بطريقه مستفزة للغاية، ولم تعد مجرد لعبه للتسليه فقط بل اصبحت شبه مستحيله للاشخاص العاديين وحتي الأشخاص الذين يدفعون المال ،يعانون ايضا ،، ولم اعد اعرف الهدف من اللعبه سوي انك سوف تضطر لدفع المال بصورة شبه الزاميه ومستفزة ، ولكن لن تلاحظ ذلك إلا بعد فترة طويله.,Rise of Kingdoms: Lost Crusade,android,negative,العبه سيئه جدا ولا انصح احد بتحميلها اطلاقا ، انا امارس هذه العبه منذ اكثر من عام ، وكانت جيده في البدايه ، ولكن الان تحولوا الي وحوش اموال بطريقه مستفزه لغايه، ولم تعد مجرد لعبه لتسليه فقط بل اصبحت شبه مستحيله لاشخاص العادين وحتي الاشخاص الذين يدفعون المال ،يعانون ايضا ، ولم اعد اعرف الهدف من العبه سوي انك سوف تضطر لدفع المال بصوره شبه الزاميه ومستفزه ، ولكن لن تلاحظ ذلك الا بعد فتره طويله,0,394,Gaming
لعبة سيئة هدفها الاموال,Rise of Kingdoms: Lost Crusade,android,negative,لعبه سيئه هدفها الاموال,0,23,Gaming
لا انصح بتحميله  الاشتراك ليس مجاني,Tinder Dating & Meet People,ios,negative,لا انصح بتحميله الاشتراك ليس مجاني,0,34,Social Meeting
برنامج يلا مفيد جدا و انصح بتحميلة وقد تعرفت علي كثير من الاشخاص و تعلمت الكثير من الخبرات يلاا هو احسن اختيار,Yalla Group Voice Chat Rooms,ios,positive,برنامج يلا مفيد جدا و انصح بتحميله وقد تعرفت علي كثير من الاشخاص و تعلمت الكثير من الخبرات يلا هو احسن اختيار,1,109,Voice Chat
البرنامج حلووو بس قسم بالله نفسيات مب راضية أتركه ودي ولاكن يالله تبعدني عنه خواني حاطين كل الثقة فيه انا آخر شئ اروح اصير عاهرة يارب أتركه و تبعدني عنه,WOLF Live Audio Shows & Group Chat,android,negative,البرنامج حلو بس قسم باله نفسيات مب راضيه اتركه ودي ولاكن ياله تبعدني عنه خواني حاطين كل الثقه فيه انا اخر شئ اروح اصير عاهره يارب اتركه و تبعدني عنه,0,148,Voice Chat
خلاص عاد فكونا مقلدين ببجي ب كل شي لا خذوا الاسم مو شينه ويع,Garena Free Fire: BOOYAH Day,ios,negative,خلاص عاد فكونا مقلدين بجي ب كل شي لا خذوا الاسم مو شينه ويع,0,59,Gaming
تفاعله بطيء ولافيه اي سهولة للمراجعين كانك داخل  روابط داخل روابط,Sehhaty App:,ios,negative,تفاعله بطيء ولافيه اي سهوله لمراجعين كانك داخل روابط داخل روابط,0,63,Government Services
جميل جدا وشكرا,Google Translate,android,positive,جميل جدا وشكرا,1,14,Utilities
صار يرفض طلبات التصريح,أسعفني,android,negative,صار يرفض طلبات التصريح,0,22,Government Services
لازم يتم حل ازمة مواعيد عيادات الاسنان الي بالشهر حتى تجي موعدك؟,Mawid موعد,android,positive,لازم يتم حل ازمه مواعيد عيادات الاسنان الي بالشهر حتي تجي موعدك؟,1,64,Government Services
التطبيق مو جاي يفتح عندي ,HungerStation Food Groceries Delivery & More,android,negative,التطبيق مو جاي يفتح عندي,0,25,Food Delivery
برنامج ماأستغني عنه غني بالابداع صراحه,PicsArt Photo & Video Editor,ios,positive,برنامج ماستغني عنه غني بالابداع صراحه,1,37,Photo & Video
اتمنى اضافة وحدة قياس المسافات لماذا تم حذفها من القائمه,Google Maps Transit & Food,ios,positive,اتمني اضافه وحده قياس المسافات لماذا تم حذفها من القائمه,1,56,Utilities
واو اللعبه جميله جدا ورائع جدا و احب الالعاب توك بوك وشكرا العاب جدا جميله وشكرا  واللعب هذه جميله والله وشكرا جزيلا علي اللعب وشكرا لكم 🤩🤩,My Town : Best Friends' House games for kids,android,positive,واو العبه جميله جدا ورائع جدا و احب الالعاب توك بوك وشكرا العاب جدا جميله وشكرا والعب هذه جميله واله وشكرا جزيلا علي العب وشكرا لكم,1,133,Gaming
جزاكم الله خيرا علىه هذا التطبيق الرائع,CITC App,ios,positive,جزاكم اله خيرا عليه هذا التطبيق الرائع,1,38,Government Services
انها جيد حقا لعبة جميلة بكل المقاير,State of Survival: Survive the Zombie Apocalypse,android,positive,انها جيد حقا لعبه جميله بكل المقاير,1,35,Gaming
والله العظيم مش قادره اوصف جماله تحفة 🥰🥰🥰🥰,StarMaker: Sing free Karaoke Record music videos,android,positive,واله العظيم مش قادره اوصف جماله تحفه,1,38,Entertainment
لو في اكثر من خمس نجوم للتقيم كان عطيته و ياريت تكون المحادثه الخطيه مع  المحادثه المرئيه,Tango Live Video Broadcasts,ios,positive,لو في اكثر من خمس نجوم لتقيم كان عطيته و ياريت تكون المحادثه الخطيه مع المحادثه المرئيه,1,87,Live Streaming
اللعبه صدمتني للامانه حلوه,Rise of Kingdoms,ios,positive,العبه صدمتني لامانه حلوه,1,24,Gaming
ليس هناك تبعات لتصرفات شركات الاتصالات عندما يتم استخراج أرقام باسمي وتصدر علي فواتير ومبالغ مالية وعند الاعتراض يتم تهديدي بسير الاجراءات إذا لم يكن البلاغ صحيح وعند ثبات صحته لا تحاسب شركة الاتصالات ولكن يتم شطب الفاتورة وكأن شيئا لم يحدث يعني هيئة الاتصالات تتستر على شركة الاتصالات,CITC App,ios,negative,ليس هناك تبعات لتصرفات شركات الاتصالات عندما يتم استخراج ارقام باسمي وتصدر علي فواتير ومبالغ ماليه وعند الاعتراض يتم تهديدي بسير الاجراءات اذا لم يكن البلاغ صحيح وعند ثبات صحته لا تحاسب شركه الاتصالات ولكن يتم شطب الفاتوره وكان شيئا لم يحدث يعني هيئه الاتصالات تستر علي شركه الاتصالات,0,284,Government Services
طوروه على الأقل خلوه يشتغل,Saudi Post App,ios,negative,طوروه علي الاقل خلوه يشتغل,0,26,Government Services
كانت حلوة ولكن صارت مو حلوة,Join Clash 3D,android,negative,كانت حلوه ولكن صارت مو حلوه,0,27,Gaming
الطلب دايم يتأخر وبعض الاحيان اطلب ويعطيني تجهيز الطلب بعدها احصل رساله تم الغاء الطلب علماً بعد الطلب بعشرين الى نص ساعه,HungerStation,ios,negative,الطلب دايم يتاخر وبعض الاحيان اطلب ويعطيني تجهيز الطلب بعدها احصل رساله تم الغاء الطلب علما بعد الطلب بعشرين الي نص ساعه,0,120,Food Delivery
يتتييهب الله اكبر,State of Survival: Zombie War,ios,positive,يتيهب اله اكبر,1,14,Gaming
"تضليل طرقات 
اطالة المسافة 
زبالة",Google Maps Transit & Food,ios,negative,تضليل طرقات اطاله المسافه زباله,0,33,Utilities
رجعوا عروض الخصم ع الموارد,Nida Harb 3: Alliance Empire MMO Nuclear War,android,negative,رجعوا عروض الخصم ع الموارد,0,26,Gaming
الله يعطيهم العافيه,Mawid موعد,android,positive,اله يعطيهم العافيه,1,18,Government Services
لعبة اروع منك,Stickman Legends: Shadow War Offline Fighting Game,android,positive,لعبه اروع منك,1,13,Gaming
لعبة زبالة خسرتو نوقودي فقط لله ينعل طبون موكوم هادي ريسالتي حاميد من لمغرب إنهاا لا تعمل معا لوقت,Grand Theft Auto: San Andreas,android,negative,لعبه زباله خسرتو نوقودي فقط له ينعل طبون موكوم هادي ريسالتي حاميد من لمغرب انها لا تعمل معا لوقت,0,96,Gaming
برنامج اكثر من رائع,Google Maps Transit & Food,ios,positive,برنامج اكثر من رائع,1,19,Utilities
لقد تم اقفال الشكوى ولم اخذ حقي,CITC App,ios,negative,لقد تم اقفال الشكوي ولم اخذ حقي,0,31,Government Services
لا يمكن تعديل البلد ولا العملة لسلطنة عمان لا يمكن شراء جميع المنتجات وخاصة الصحية والطبيه كما هو متوفر لدول اخرى لم اعد اثق بالشراء من هذا الموقع,Amazon Shopping Search Find Ship and Save,android,negative,لا يمكن تعديل البلد ولا العمله لسلطنه عمان لا يمكن شراء جميع المنتجات وخاصه الصحيه والطبيه كما هو متوفر لدول اخري لم اعد اثق بالشراء من هذا الموقع,0,146,Shopping
سيييييء لابعد درجه والمصداقيه صفررررر,HungerStation,ios,negative,سيء لابعد درجه والمصداقيه صفر,0,29,Food Delivery
من اجمل التطبيقات,Absher App,ios,positive,من اجمل التطبيقات,1,17,Government Services
بس اتمنى يشتغل البرنامج من غير نت عشان اذا شحنت اقدر افعل,mystc KSA,ios,positive,بس اتمني يشتغل البرنامج من غير نت عشان اذا شحنت اقدر افعل,1,57,Other
الله يسعدكم ع التطبيق,mystc KSA,ios,positive,اله يسعدكم ع التطبيق,1,20,Other
لابد من مراجعه التطبيق لانه لايسمح بدخول الموظفين مافائدة التطبيق الذي لايعمل بشكل صحيح ولايوجد مراقبين له يتواصلون مع الموظفين,Ashanak app,ios,negative,لابد من مراجعه التطبيق لانه لايسمح بدخول الموظفين مافائده التطبيق الذي لايعمل بشكل صحيح ولايوجد مراقبين له يتواصلون مع الموظفين,0,127,Government Services
ممتازه ومصداقية عاليه,ALKAHRABA,android,negative,متازه ومصداقيه عاليه,0,20,Electricity & Energy
حتى بعد التحديث لايعمل,Reporting Trade Violations app,ios,negative,حتي بعد التحديث لايعمل,0,22,Government Services
انا بحب انغامي كتيره,Anghami: Play Music & Podcasts,ios,positive,انا بحب انغامي كتيره,1,20,Entertainment
جداً رائع أفادني كثيراً يا ريت فيه خطوط عربيه كثيره زي الرقعه والنسخ والديواني,PicsArt Photo & Video Editor,ios,positive,جدا رائع افادني كثيرا يا ريت فيه خطوط عربيه كثيره زي الرقعه والنسخ والديواني,1,76,Photo & Video
التواصل مع خدمة العملاء جدا سيء وتكاد تكون مستحيلة,HungerStation Food Groceries Delivery & More,android,negative,التواصل مع خدمه العملاء جدا سيء وتكاد تكون مستحيله,0,50,Food Delivery
